Indicator,PUBLISH STATES,Year,WHO region,World Bank income group,Country,Sex,Display Value,Numeric,Low,High,Comments
Life expectancy at birth (years),Published,2000,Europe,High-income,Hungary,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Iceland,Male,81,81,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Israel,Male,75,75,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Israel,Male,80,80,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Italy,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Japan,Male,76,76,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,High-income,Kuwait,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Luxembourg,Male,75,75,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Netherlands,Male,79,79,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Norway,Male,74,74,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Norway,Male,80,80,,,
Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Nauru,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Portugal,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,High-income,Qatar,Male,77,77,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,San Marino,Male,82,82,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Slovakia,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Slovakia,Male,72,72,,,
Life expectancy at birth (years),Published,2000,Americas,High-income,Antigua and Barbuda,Male,72,72,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Australia,Male,77,77,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,High-income,Bahrain,Male,76,76,,,
Life expectancy at birth (years),Published,1990,Americas,High-income,Bahamas,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Americas,High-income,Bahamas,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Americas,High-income,Barbados,Male,71,71,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Switzerland,Male,77,77,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Cook Islands,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Czech Republic,Male,75,75,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Germany,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Germany,Male,78,78,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Denmark,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Denmark,Male,78,78,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Spain,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Finland,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,France,Male,75,75,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Greece,Male,78,78,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Croatia,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Croatia,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Hungary,Male,65,65,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Israel,Male,77,77,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Italy,Male,77,77,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,High-income,Kuwait,Male,78,78,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Luxembourg,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Luxembourg,Male,80,80,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Monaco,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Netherlands,Male,76,76,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Norway,Male,76,76,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Nauru,Male,73,73,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,High-income,Oman,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Portugal,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Portugal,Male,77,77,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,High-income,Qatar,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,San Marino,Male,78,78,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Slovakia,Male,69,69,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,High-income,United Arab Emirates,Male,71,71,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,High-income,United Arab Emirates,Male,73,73,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Austria,Male,75,75,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Austria,Male,78,78,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,High-income,Bahrain,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Western Pacific,High-income,Brunei Darussalam,Male,71,71,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Brunei Darussalam,Male,74,74,,,
Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Brunei Darussalam,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Cook Islands,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Czech Republic,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Czech Republic,Male,72,72,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Spain,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Spain,Male,79,79,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Finland,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Africa,High-income,Equatorial Guinea,Male,46,46,,,
Life expectancy at birth (years),Published,2000,Africa,High-income,Equatorial Guinea,Male,49,49,,,
Life expectancy at birth (years),Published,2012,Africa,High-income,Equatorial Guinea,Male,54,54,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Hungary,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Iceland,Male,75,75,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Iceland,Male,78,78,,,
Life expectancy at birth (years),Published,2000,Western Pacific,High-income,Japan,Male,78,78,,,
Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Japan,Male,80,80,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,High-income,Kuwait,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Malta,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Malta,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Malta,Male,79,79,,,
Life expectancy at birth (years),Published,2012,Western Pacific,High-income,Nauru,Male,75,75,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,High-income,Oman,Male,66,66,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,High-income,Oman,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,High-income,Saudi Arabia,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,High-income,Saudi Arabia,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,High-income,Saudi Arabia,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,San Marino,Male,76,76,,,
Life expectancy at birth (years),Published,2012,Americas,High-income,Trinidad and Tobago,Male,67,67,,,
Life expectancy at birth (years),Published,1990,Americas,High-income,United States of America,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Americas,High-income,United States of America,Male,76,76,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Benin,Male,53,53,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Burkina Faso,Male,49,49,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Democratic Republic of the Congo,Male,50,50,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Comoros,Male,54,54,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Comoros,Male,60,60,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Eritrea,Male,46,46,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Ghana,Male,57,57,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Guinea,Male,50,50,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Gambia,Male,55,55,,,
Life expectancy at birth (years),Published,2012,Americas,Low-income,Haiti,Male,61,61,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Kenya,Male,58,58,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Kenya,Male,59,59,,,
Life expectancy at birth (years),Published,1990,Europe,Low-income,Kyrgyzstan,Male,62,62,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Liberia,Male,50,50,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Madagascar,Male,57,57,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Mozambique,Male,52,52,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Mauritania,Male,57,57,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Mauritania,Male,61,61,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Malawi,Male,43,43,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Low-income,Nepal,Male,61,61,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Low-income,Democratic People's Republic of Korea,Male,60,60,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Sierra Leone,Male,45,45,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Low-income,Somalia,Male,45,45,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Low-income,Somalia,Male,51,51,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Low-income,South Sudan,Male,41,41,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Togo,Male,54,54,,,
Life expectancy at birth (years),Published,2000,Europe,Low-income,Tajikistan,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,United Republic of Tanzania,Male,50,50,,,
Life expectancy at birth (years),Published,2012,Europe,Low-income,Uzbekistan,Male,67,67,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Low-income,Viet Nam,Male,66,66,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Low-income,Viet Nam,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Low-income,Yemen,Male,56,56,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Angola,Male,44,44,,,
Life expectancy at birth (years),Published,2012,Europe,Lower-middle-income,Azerbaijan,Male,69,69,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Belize,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Belize,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Bolivia (Plurinational State of),Male,56,56,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,C?te d'Ivoire,Male,47,47,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Cameroon,Male,50,50,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Djibouti,Male,60,60,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Ecuador,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Ecuador,Male,73,73,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Egypt,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Georgia,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Guatemala,Male,64,64,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Guyana,Male,62,62,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,Indonesia,Male,69,69,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,India,Male,57,57,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,India,Male,64,64,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Iran (Islamic Republic of),Male,63,63,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Kiribati,Male,61,61,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Lower-middle-income,Sri Lanka,Male,65,65,,,
Life expectancy at birth (years),Published,2012,Europe,Lower-middle-income,Republic of Moldova,Male,66,66,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,Maldives,Male,60,60,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,Maldives,Male,76,76,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Marshall Islands,Male,61,61,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Nicaragua,Male,70,70,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Pakistan,Male,62,62,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Papua New Guinea,Male,60,60,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Paraguay,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Sudan,Male,54,54,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Lower-middle-income,Sudan,Male,61,61,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Solomon Islands,Male,61,61,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Sao Tome and Principe,Male,61,61,,,
Life expectancy at birth (years),Published,2000,Africa,Lower-middle-income,Swaziland,Male,48,48,,,
Life expectancy at birth (years),Published,2012,Europe,Lower-middle-income,Turkmenistan,Male,60,60,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,Timor-Leste,Male,48,48,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,Timor-Leste,Male,65,65,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,Tonga,Male,64,64,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Vanuatu,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Samoa,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Bulgaria,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Bosnia and Herzegovina,Male,70,70,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Bosnia and Herzegovina,Male,75,75,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Belarus,Male,66,66,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Chile,Male,74,74,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Colombia,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Cuba,Male,76,76,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Dominica,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Dominica,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Dominican Republic,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Dominican Republic,Male,76,76,,,
Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Algeria,Male,66,66,,,
Life expectancy at birth (years),Published,2000,Africa,Upper-middle-income,Gabon,Male,59,59,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Grenada,Male,70,70,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Saint Kitts and Nevis,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Upper-middle-income,Lebanon,Male,64,64,,,
Life expectancy at birth (years),Published,2012,Eastern Mediterranean,Upper-middle-income,Lebanon,Male,78,78,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Upper-middle-income,Libya,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Latvia,Male,65,65,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Mexico,Male,72,72,,,
Life expectancy at birth (years),Published,2012,Africa,Upper-middle-income,Mauritius,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Upper-middle-income,Malaysia,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Upper-middle-income,Malaysia,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Namibia,Male,62,62,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Upper-middle-income,Palau,Male,68,68,,,
Life expectancy at birth (years),Published,2000,Europe,Upper-middle-income,Poland,Male,70,70,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Russian Federation,Male,63,63,,,
Life expectancy at birth (years),Published,1990,Europe,Upper-middle-income,Serbia,Male,69,69,,,
Life expectancy at birth (years),Published,2012,Europe,Upper-middle-income,Serbia,Male,72,72,,,
Life expectancy at birth (years),Published,1990,Americas,Upper-middle-income,Suriname,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Americas,Upper-middle-income,Suriname,Male,75,75,,,
Life expectancy at birth (years),Published,1990,Africa,Upper-middle-income,Seychelles,Male,64,64,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Upper-middle-income,Tuvalu,Male,62,62,,,
Life expectancy at birth (years),Published,2000,Americas,Upper-middle-income,Uruguay,Male,71,71,,,
Life expectancy at birth (years),Published,2012,Africa,Upper-middle-income,South Africa,Male,56,56,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Slovenia,Male,70,70,,,
Life expectancy at birth (years),Published,2000,Americas,High-income,Trinidad and Tobago,Male,66,66,,,
Life expectancy at birth (years),Published,2000,Americas,High-income,United States of America,Male,74,74,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Burundi,Male,54,54,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Benin,Male,51,51,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Benin,Male,57,57,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Burkina Faso,Male,48,48,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Democratic Republic of the Congo,Male,47,47,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Comoros,Male,57,57,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Ghana,Male,61,61,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Guinea,Male,46,46,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Guinea,Male,57,57,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Gambia,Male,50,50,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Kenya,Male,51,51,,,
Life expectancy at birth (years),Published,2000,Europe,Low-income,Kyrgyzstan,Male,62,62,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Liberia,Male,60,60,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Madagascar,Male,50,50,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Madagascar,Male,62,62,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Mali,Male,46,46,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Mozambique,Male,46,46,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Mauritania,Male,59,59,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Malawi,Male,45,45,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Low-income,Niue,Male,72,72,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Low-income,Nepal,Male,54,54,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Low-income,Nepal,Male,67,67,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Low-income,Democratic People's Republic of Korea,Male,66,66,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Sierra Leone,Male,38,38,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Low-income,Somalia,Male,49,49,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Togo,Male,57,57,,,
Life expectancy at birth (years),Published,1990,Europe,Low-income,Tajikistan,Male,62,62,,,
Life expectancy at birth (years),Published,2012,Europe,Low-income,Tajikistan,Male,67,67,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,United Republic of Tanzania,Male,49,49,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Low-income,Viet Nam,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Low-income,Yemen,Male,59,59,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Angola,Male,41,41,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Angola,Male,50,50,,,
Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Albania,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Azerbaijan,Male,64,64,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Belize,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Bolivia (Plurinational State of),Male,61,61,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,China,Male,74,74,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,C?te d'Ivoire,Male,50,50,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,C?te d'Ivoire,Male,52,52,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Cameroon,Male,53,53,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Djibouti,Male,55,55,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Ecuador,Male,70,70,,,
Life expectancy at birth (years),Published,2012,Europe,Lower-middle-income,Georgia,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Guatemala,Male,60,60,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Guatemala,Male,68,68,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Guyana,Male,59,59,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Lower-middle-income,India,Male,61,61,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Iran (Islamic Republic of),Male,69,69,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Lower-middle-income,Kiribati,Male,64,64,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Lower-middle-income,Sri Lanka,Male,65,65,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Lower-middle-income,Sri Lanka,Male,71,71,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Lesotho,Male,59,59,,,
Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Republic of Moldova,Male,64,64,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Lower-middle-income,Maldives,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,Marshall Islands,Male,64,64,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Nigeria,Male,53,53,,,
Life expectancy at birth (years),Published,1990,Americas,Lower-middle-income,Nicaragua,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Nicaragua,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Eastern Mediterranean,Lower-middle-income,Pakistan,Male,59,59,,,
Life expectancy at birth (years),Published,2000,Americas,Lower-middle-income,Paraguay,Male,71,71,,,
Life expectancy at birth (years),Published,2000,Eastern Mediterranean,Lower-middle-income,Sudan,Male,57,57,,,
Life expectancy at birth (years),Published,2012,Africa,Lower-middle-income,Sao Tome and Principe,Male,65,65,,,
Life expectancy at birth (years),Published,1990,Europe,High-income,Sweden,Male,75,75,,,
Life expectancy at birth (years),Published,2000,Europe,High-income,Sweden,Male,78,78,,,
Life expectancy at birth (years),Published,2012,Europe,High-income,Sweden,Male,80,80,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Burundi,Male,48,48,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Burundi,Male,46,46,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Low-income,Bangladesh,Male,60,60,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Low-income,Bangladesh,Male,65,65,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Low-income,Bangladesh,Male,69,69,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Democratic Republic of the Congo,Male,48,48,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Ethiopia,Male,42,42,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Ethiopia,Male,50,50,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Ethiopia,Male,62,62,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Gambia,Male,59,59,,,
Life expectancy at birth (years),Published,1990,Americas,Low-income,Haiti,Male,52,52,,,
Life expectancy at birth (years),Published,2000,Americas,Low-income,Haiti,Male,55,55,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Low-income,Cambodia,Male,51,51,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Low-income,Cambodia,Male,58,58,,,
Life expectancy at birth (years),Published,2012,Western Pacific,Low-income,Cambodia,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Liberia,Male,39,39,,,
Life expectancy at birth (years),Published,1990,South-East Asia,Low-income,Myanmar,Male,57,57,,,
Life expectancy at birth (years),Published,2000,South-East Asia,Low-income,Myanmar,Male,60,60,,,
Life expectancy at birth (years),Published,2012,South-East Asia,Low-income,Myanmar,Male,64,64,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Malawi,Male,58,58,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Low-income,Niue,Male,69,69,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Low-income,Niue,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Rwanda,Male,46,46,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Rwanda,Male,46,46,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Rwanda,Male,63,63,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Sierra Leone,Male,38,38,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Chad,Male,43,43,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Chad,Male,45,45,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Chad,Male,50,50,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,United Republic of Tanzania,Male,59,59,,,
Life expectancy at birth (years),Published,1990,Europe,Low-income,Uzbekistan,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Europe,Low-income,Uzbekistan,Male,63,63,,,
Life expectancy at birth (years),Published,1990,Africa,Low-income,Zambia,Male,40,40,,,
Life expectancy at birth (years),Published,2000,Africa,Low-income,Zambia,Male,40,40,,,
Life expectancy at birth (years),Published,2012,Africa,Low-income,Zambia,Male,55,55,,,
Life expectancy at birth (years),Published,1990,Europe,Lower-middle-income,Armenia,Male,63,63,,,
Life expectancy at birth (years),Published,2000,Europe,Lower-middle-income,Armenia,Male,68,68,,,
Life expectancy at birth (years),Published,2012,Europe,Lower-middle-income,Armenia,Male,67,67,,,
Life expectancy at birth (years),Published,2012,Americas,Lower-middle-income,Bolivia (Plurinational State of),Male,65,65,,,
Life expectancy at birth (years),Published,1990,Western Pacific,Lower-middle-income,China,Male,67,67,,,
Life expectancy at birth (years),Published,2000,Western Pacific,Lower-middle-income,China,Male,70,70,,,
Life expectancy at birth (years),Published,1990,Africa,Lower-middle-income,Congo,Male,55,55,,,
